Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,Question,Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,Match the following (QPG),"1.Plants reproducing through seeds (a)Mustard
2.Plants reproducing through spores (b)Fern
3.Plants reproducing by vegetative parts (c)Potato
",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Illustrative science Class 4 Chapter 1, Test Paper Generator",1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,Match the following (QPG),"1.Tree (a)Mint
2.Shrub (b)Wheat
3.Herb (c)Mango
4.Climber (d)Rose
5.Creeper (e)Money plan",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Illustrative science Class 4 Chapter 1, Test Paper Generator",1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,Match the following (QPG),"1.Bud (a)The stalk of a leaf
2.Petiole (b)The main vein running through the center of a leaf
3.Midrib (c)The small opening on the underside of leaves
4.Stomata (d)The part of a plant that grows into a flower or leaf
5.Flower (e)The colourful part of a plant that attracts pollinators",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Illustrative science Class 4 Chapter 1, Test Paper Generator",1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,Match the following (QPG),"1.Sugar (a)Sugarcane
2.Cotton (b)Cotton plant
3.Rubber (c)Rubber tree
4.Timber (d)Trees",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Illustrative science Class 4 Chapter 1, Test Paper Generator",1
CBSE,Class 4,Science,Illustrative Science,Chapter 1 Plants The Producers,,,Match the following (QPG),"1.Thick, waxy leaves (a)Deserts
2.Aerial roots (b)Rainforests
3.Thorns and spines (c)Marshy areas
4.Floating leaves (d)Dry, hot climates
5.Large, broad leaves (e)Wet, humid climates",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Illustrative science Class 4 Chapter 1, Test Paper Generator",1
CBSE,Class 4,Science,Illustrative Science,Chapter 2- Adaptations in Plants,,,Match the following (QPG),"1.Desert (a)Rubber tree
2.Rainforest (b)Cactus
3.Plains (c)Mangroves
4.Marshy areas (d)Gulmohar",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Illustrative science Class 4 Chapter 2, Test Paper Generator",1
CBSE,Class 4,Science,Illustrative Science,Chapter 2- Adaptations in Plants,,,Match the following (QPG),"1.Thick crown trees (a)Desert
2.Large and watery fruits (b)Coastal regions
3.Needle-like leaves (c)Mountains
4.Reduced spines on leaves (d)Rainforests",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Illustrative science Class 4 Chapter 2, Test Paper Generator",1
CBSE,Class 4,Science,Illustrative Science,Chapter 2- Adaptations in Plants,,,Match the following (QPG),"1.Thick, green, and fleshy stem (a)Date palm
2.Reduced leaves to spines (b)Cactus
3.Large and watery fruits (c)Babool
4.Tall, straight, and cone-shaped trunk (d)Coconut tree",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Illustrative science Class 4 Chapter 2, Test Paper Generator",1
CBSE,Class 4,Science,Illustrative Science,Chapter 2- Adaptations in Plants,,,Match the following (QPG),"1.Buoyant and free-floating (a)Lotus
2.Cannot prepare its own food (b)Duckweed
3.Grow under the surface of water (c)Indian pipe
4.Has a waxy coating on leaves (d)Tape grass",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Illustrative science Class 4 Chapter 2, Test Paper Generator",1
CBSE,Class 4,Science,Illustrative Science,Chapter 2- Adaptations in Plants,,,Match the following (QPG),"1.Plains (a)Pine tree
2.Mountains (b)Mango tree
3.Rainforests (c)Neem tree
4.Deserts (d)Fir tree
5.Large, broad leaves (e)Wet, humid climates",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Illustrative science Class 4 Chapter 2, Test Paper Generator",1
CBSE,Class 4,Science,Illustrative Science,Chapter 3- Reproduction in Animals,,,Match the following (QPG),"1.Sparrow (a)Sewing leaves together
2.Woodpecker (b)Grass, twigs, leaves
3.Tailor bird (c)Tree trunk hole lined with wood chips
4.Weaver bird (d)Tunnel-like hanging nests",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Illustrative science Class 4 Chapter 3, Test Paper Generator",1
CBSE,Class 4,Science,Illustrative Science,Chapter 3- Reproduction in Animals,,,Match the following (QPG),"1.Bee (a)Silk thread production
2.Ladybug (b)Honey production
3.Butterfly (c)Pest control
4.Silkworm (d)Pollination",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Illustrative science Class 4 Chapter 3, Test Paper Generator",1
CBSE,Class 4,Science,Illustrative Science,Chapter 3- Reproduction in Animals,,,Match the following (QPG),"1.Egg (a)Protective covering
2.Caterpillar (b)Hatching stage
3.Pupa (c)Feeding and growing
4.Adult butterfly (d)Pollination",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Illustrative science Class 4 Chapter 3, Test Paper Generator",1
CBSE,Class 4,Science,Illustrative Science,Chapter 3- Reproduction in Animals,,,Match the following (QPG),"1.Duck-billed platypus (a)Pouch for carrying young
2.Kangaroo (b)Lays eggs
3.Elephant (c)Gives birth to live young
",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","Illustrative science Class 4 Chapter 3, Test Paper Generator",1
