Board Name,Class Name,Subject Name,Series Name,Chapter Number,Chapter Name,Status,Position
CBSE,Class 6,Hindi,Nikunj Hindi Pathmala (2023-24),1,Chapter 1 ????? ????,1,1
CBSE,Class 6,Hindi,Nikunj Hindi Pathmala (2023-24),2,Chapter 2 ?? ?????,2,2
CBSE,Class 6,Hindi,Nikunj Hindi Pathmala (2023-24),3,Chapter 3 ?????? ???,3,3
CBSE,Class 6,Hindi,Nikunj Hindi Pathmala (2023-24),4,Chapter 4 ??? ?? ??????,4,4
CBSE,Class 6,Hindi,Nikunj Hindi Pathmala (2023-24),5,Chapter 5 ?????? ???????? ??,5,5
CBSE,Class 6,Hindi,Nikunj Hindi Pathmala (2023-24),6,Chapter 6 ???? ?????????,6,6
CBSE,Class 6,Hindi,Nikunj Hindi Pathmala (2023-24),7,Chapter 7 ???????,7,7
CBSE,Class 6,Hindi,Nikunj Hindi Pathmala (2023-24),8,Chapter 8 ??? ????? ??????,8,8
CBSE,Class 6,Hindi,Nikunj Hindi Pathmala (2023-24),9,Chapter 9 ??? ?????,9,9
CBSE,Class 6,Hindi,Nikunj Hindi Pathmala (2023-24),10,Chapter 10 ?????????,10,10
CBSE,Class 6,Hindi,Nikunj Hindi Pathmala (2023-24),11,Chapter 11 ??? ?? ?????,11,11
CBSE,Class 6,Hindi,Nikunj Hindi Pathmala (2023-24),12,Chapter 12 ?? ??? ???,12,12
CBSE,Class 6,Hindi,Nikunj Hindi Pathmala (2023-24),13,Chapter 13 ??????? ????? ?????,13,13
CBSE,Class 6,Hindi,Nikunj Hindi Pathmala (2023-24),14,Chapter 14 ???????,14,14
CBSE,Class 6,Hindi,Nikunj Hindi Pathmala (2023-24),15,Chapter 15 ??? ??? ??????? ????-????????? ?? ?????,15,15
CBSE,Class 7,Hindi,Nikunj Hindi Pathmala (2023-24),1,Chapter 1. ??? ???? ?????,1,1
CBSE,Class 7,Hindi,Nikunj Hindi Pathmala (2023-24),2,Chapter 2.??????,2,2
CBSE,Class 7,Hindi,Nikunj Hindi Pathmala (2023-24),3,Chapter 3. ???? ???,3,3
CBSE,Class 7,Hindi,Nikunj Hindi Pathmala (2023-24),4,Chapter 4. ?????? ???? ??????,4,4
CBSE,Class 7,Hindi,Nikunj Hindi Pathmala (2023-24),5,Chapter 5. ??????????,5,5
CBSE,Class 7,Hindi,Nikunj Hindi Pathmala (2023-24),6,Chapter 6. ??????,6,6
CBSE,Class 7,Hindi,Nikunj Hindi Pathmala (2023-24),7,Chapter 7. ???? ????? ??,7,7
CBSE,Class 7,Hindi,Nikunj Hindi Pathmala (2023-24),8,Chapter 8. ???? ????? ??? ?? ???? ?????,8,8
CBSE,Class 7,Hindi,Nikunj Hindi Pathmala (2023-24),9,Chapter 9 ??? ?? ???,9,9
CBSE,Class 7,Hindi,Nikunj Hindi Pathmala (2023-24),10,Chapter 10 ?????,10,10
CBSE,Class 7,Hindi,Nikunj Hindi Pathmala (2023-24),11,Chapter 11 ???? ?? ??????,11,11
CBSE,Class 7,Hindi,Nikunj Hindi Pathmala (2023-24),12,Chapter 12 ???? ??????? ??? ????-?? ??????????,12,12
CBSE,Class 7,Hindi,Nikunj Hindi Pathmala (2023-24),13,Chapter 13 ???? ?? ????,13,13
CBSE,Class 7,Hindi,Nikunj Hindi Pathmala (2023-24),14,Chapter 14 ??? ?? ??????,14,14
CBSE,Class 7,Hindi,Nikunj Hindi Pathmala (2023-24),15,Chapter 15 ??? ??????,15,15
CBSE,Class 7,Hindi,Nikunj Hindi Pathmala (2023-24),16,Chapter 16 ?? ????? ????? ??,16,16
CBSE,Class 8,Hindi,Nikunj Hindi Pathmala (2023-24),1,Chapter 1 ??? ??? ???,1,1
CBSE,Class 8,Hindi,Nikunj Hindi Pathmala (2023-24),2,Chapter 2 ??????? ?????????? ?????,2,2
CBSE,Class 8,Hindi,Nikunj Hindi Pathmala (2023-24),3,Chapter 3 ??? ?? ?????,3,3
CBSE,Class 8,Hindi,Nikunj Hindi Pathmala (2023-24),4,Chapter 4 ????? ?? ?????,4,4
CBSE,Class 8,Hindi,Nikunj Hindi Pathmala (2023-24),5,Chapter 5 ????? ???,5,5
CBSE,Class 8,Hindi,Nikunj Hindi Pathmala (2023-24),6,Chapter 6 ?????????????? ??? ????,6,6
CBSE,Class 8,Hindi,Nikunj Hindi Pathmala (2023-24),7,Chapter 7 ???? (?????? ???),7,7
CBSE,Class 8,Hindi,Nikunj Hindi Pathmala (2023-24),8,Chapter 8 ??????????? ?? ??????,8,8
CBSE,Class 8,Hindi,Nikunj Hindi Pathmala (2023-24),9,Chapter 9 ?????,9,9
CBSE,Class 8,Hindi,Nikunj Hindi Pathmala (2023-24),10,Chapter 10 ????? ??? ???? ???,10,10
CBSE,Class 8,Hindi,Nikunj Hindi Pathmala (2023-24),11,Chapter 11 ?????-??-?????,11,11
CBSE,Class 8,Hindi,Nikunj Hindi Pathmala (2023-24),12,Chapter 12 ???? ?? ??????-?????,12,12
CBSE,Class 8,Hindi,Nikunj Hindi Pathmala (2023-24),13,Chapter 13 ????? ????,13,13
CBSE,Class 8,Hindi,Nikunj Hindi Pathmala (2023-24),14,Chapter 14 ?????? ?? ????????,14,14
CBSE,Class 8,Hindi,Nikunj Hindi Pathmala (2023-24),15,Chapter 15 ?????????? ?? ???? ????????,15,15
CBSE,Class 8,Hindi,Nikunj Hindi Pathmala (2023-24),16,Chapter 16 ????????,16,16
CBSE,Class 8,Hindi,Nikunj Hindi Pathmala (2023-24),17,Chapter 17 ????? ??????,17,17
