Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Position,Status
CBSE,Class 1,Semester Books,Bloomsbury,Semester 1 : English,Chapter 1 Tommy's Five Senses,1,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 1 : English,Chapter 2 Riley Goes to School,2,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 1 : English,Chapter 3 Aryan's Clean Neighbourhood,3,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 1 : English,Chapter 4 The Coconut Tree,4,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 1 : English,Chapter 5 The Bread King and the Butter King,5,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 1 : English,Chapter 6 Grandfather's Farm,6,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 1 : English,Chapter 7 Little Caterpillar,7,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 1 : Mathematics,Chapter 1 Numbers up to 100,1,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 1 : Mathematics,Chapter 2 Addition,2,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 1 : Mathematics,Chapter 3 Subtraction,3,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 1 : Mathematics,Chapter 4 Data Handling,4,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 1 : Mathematics,Chapter 5 Patterns,5,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,Chapter 1 Myself,1,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,Chapter 2 My Body,2,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,Chapter 3 My Senses,3,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,"Chapter 4 My Likes, Dislikes and Hobbies",4,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,Chapter 5 My Family,5,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,Chapter 6 My Friends and Neighbours,6,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,Chapter 7 Festivals are Fun,7,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,Chapter 8 The Food We Eat,8,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,Chapter 9 Respect the Food,9,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,Chapter 10 Water to Use,10,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,Chapter 11 Store the Water,11,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,Chapter 12 Types of Houses,12,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,Chapter 13 My Dream House,13,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 2 : English,Chapter 1 Mandy's Vacation,1,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 2 : English,Chapter 2 Children's Day,2,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 2 : English,Chapter 3 Manners,3,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 2 : English,Chapter 4 John Hates Sports,4,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 2 : English,Chapter 5 Mary Goes Shopping,5,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 2 : English,Chapter 6 A Thank You Prayer,6,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 2 : English,Chapter 7 Why is the Elephant Grey?,7,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 1 More About Addition,1,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 2 More About Subtraction,2,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 3 Geometrical Shapes,3,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 4 Measurement of Length,4,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 5 Measurement of Mass (or Weight),5,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 6 Measurement of Capacity,6,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 7 Time,7,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 2 : Environmental Studies,Chapter 1 Clothing,1,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 2 : Environmental Studies,Chapter 2 Air,2,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 2 : Environmental Studies,"Chapter 3 Clean, Safe and Healthy",3,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 2 : Environmental Studies,Chapter 4 My Neighbourhood,4,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 2 : Environmental Studies,Chapter 5 People Who Help Us,5,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 2 : Environmental Studies,Chapter 6 Plants Around Us,6,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 2 : Environmental Studies,Chapter 7 Amazing World of Animals,7,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 2 : Environmental Studies,Chapter 8 Means of Transport,8,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 2 : Environmental Studies,Chapter 9 Means of Communication,9,1
CBSE,Class 1,Semester Books,Bloomsbury,Semester 2 : Environmental Studies,"Chapter 10 Sun, Moon, Sky and Stars",10,1
