Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Position,Status
CBSE,Class 2,Semester Books,Bloomsbury,Semester 1 : English,Chapter 1 The Squirrel,1,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 1 : English,Chapter 2 The Little Hen Bakes Bread,2,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 1 : English,Chapter 3 A Pocket Poem,3,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 1 : English,Chapter 4 Trapped in Toy World,4,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 1 : English,Chapter 5 The Day Dad Made Dinner,5,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 1 : English,Chapter 6 Questions at Night,6,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 1 : English,Chapter 7 The Sweet Shop,7,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 1 : Mathematics,Chapter 1 Numbers,1,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 1 : Mathematics,Chapter 2 Addition,2,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 1 : Mathematics,Chapter 3 Subtraction,3,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 1 : Mathematics,Chapter 4 Multiplication,4,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,Chapter 1 My Body,1,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,Chapter 2 In My Family,2,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,Chapter 3 Festivals and Fun,3,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,Chapter 4 Our Food,4,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,Chapter 5 Need of Water,5,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,Chapter 6 Pure Water,6,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,Chapter 7 The Houses,7,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,Chapter 8 Care of My House,8,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,Chapter 9 Clothing,9,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,Chapter 10 Air,10,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,Chapter 11 Keeping Clean,11,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 1 : Environmental Studies,Chapter 12 Keeping Safe and Healthy,12,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 2 : English,Chapter 1 Speak up for What's Right,1,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 2 : English,Chapter 2 Birds,2,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 2 : English,Chapter 3 The Babies are Hungry,3,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 2 : English,Chapter 4 The Best Eid Ever!,4,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 2 : English,"Chapter 5 Sarah, the Shy Bunny",5,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 2 : English,Chapter 6 Who Made the Princess Laugh?,6,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 2 : English,Chapter 7 The King's Election,7,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 1 Division,1,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 2 Money,2,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 3 Geometrical Shapes,3,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 4 Measurement of Length,4,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 5 Measurement of Mass (Weight),5,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 6 Measurement of Capacity,6,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 7 Time,7,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 8 Data Handling,8,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 2 : Mathematics,Chapter 9 Patterns,9,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 2 : Environmental Studies,Chapter 1 Places in the Neighbourhood,1,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 2 : Environmental Studies,Chapter 2 Plants and their Parts,2,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 2 : Environmental Studies,Chapter 3 Plant Products,3,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 2 : Environmental Studies,Chapter 4 Animals,4,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 2 : Environmental Studies,Chapter 5 Transport,5,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 2 : Environmental Studies,Chapter 6 Communication,6,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 2 : Environmental Studies,"Chapter 7 The Sun, Moon, Sky and Stars",7,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 2 : Environmental Studies,Chapter 8 Time,8,1
CBSE,Class 2,Semester Books,Bloomsbury,Semester 2 : Environmental Studies,Chapter 9 Space and Direction,9,1
