Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,Question,Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
CBSE,Class 10,Mathematics,NCERT Mathematics,Chapter 1. Real Numbers,,,Multiple Choice Question (Online), When 0 is includeto positive integers they are known as:&nbsp;,3, Positive integers , Whole numbers , Non-negative integers ,None of the above,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",NCERT Mathematics Class 10 Chapter 1. Real Numbers - Multiple Choice Question (Online) Quiz 1,1
CBSE,Class 10,Mathematics,NCERT Mathematics,Chapter 1. Real Numbers,,,Multiple Choice Question (Online), &minus;4 &minus;3 &minus;2 &minus;1 0 are known as:,2, Negative integers , Non-positive integers , Non-negative integers ,None of the above,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",NCERT Mathematics Class 10 Chapter 1. Real Numbers - Multiple Choice Question (Online) Quiz 2,1
CBSE,Class 10,Mathematics,NCERT Mathematics,Chapter 1. Real Numbers,,,Multiple Choice Question (Online), A number which can be expressed as <em>p</em>/<em>q</em> where <em>p</em> and <em>q</em> are integers and <em>q</em> &ne; 0 is:,3, Integer , Natural number , Rational number ,None of the above,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",NCERT Mathematics Class 10 Chapter 1. Real Numbers - Multiple Choice Question (Online) Quiz 3,1
CBSE,Class 10,Mathematics,NCERT Mathematics,Chapter 1. Real Numbers,,,Multiple Choice Question (Online), Decimal expansion of a rational number is:,2, Always non-terminating , Always terminating , Either terminating or non-terminating ,None of the above,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",NCERT Mathematics Class 10 Chapter 1. Real Numbers - Multiple Choice Question (Online) Quiz 4,1
CBSE,Class 10,Mathematics,NCERT Mathematics,Chapter 1. Real Numbers,,,Multiple Choice Question (Online), 1.43 is a: ,1, Rational Number , Integer ,&nbsp;Irrational Number ,None of the above,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",NCERT Mathematics Class 10 Chapter 1. Real Numbers - Multiple Choice Question (Online) Quiz 5,1
CBSE,Class 10,Mathematics,NCERT Mathematics,Chapter 1. Real Numbers,,,Multiple Choice Question (Online), Which of the following is a non - terminating repeating decimal? ,2,"&nbsp;<span style=""font-size:16px""><span class=""math-tex"">\(\frac{35}{14}\)</span></span> ","<span style=""font-size:14px"">&nbsp;</span><span style=""font-size:16px""><span class=""math-tex"">\(\frac{1}{7}\)</span></span> ","<span style=""font-size:14px""> </span><span style=""font-size:16px""><span class=""math-tex"">\(\frac{7}{8}\)</span></span> ",None of the above,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",NCERT Mathematics Class 10 Chapter 1. Real Numbers - Multiple Choice Question (Online) Quiz 6,1
CBSE,Class 10,Mathematics,NCERT Mathematics,Chapter 1. Real Numbers,,,Multiple Choice Question (Online), Every real number is always rational.,2, True , False ,&nbsp;Can&39;t say ,None of the above,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",NCERT Mathematics Class 10 Chapter 1. Real Numbers - Multiple Choice Question (Online) Quiz 7,1
CBSE,Class 10,Mathematics,NCERT Mathematics,Chapter 1. Real Numbers,,,Multiple Choice Question (Online), Remainder is always _____the divisor.,2, Equal to , Less&nbsp;than , Greater than ,None of the above,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",NCERT Mathematics Class 10 Chapter 1. Real Numbers - Multiple Choice Question (Online) Quiz 8,1
CBSE,Class 10,Mathematics,NCERT Mathematics,Chapter 1. Real Numbers,,,Multiple Choice Question (Online), Euclid&39;s division lemma states that &quot;if <em>a</em> and <em>b </em>are any two positive integers then there exists unique integer <em>q</em> and <em>r </em>such that&quot;:,3,&nbsp;<em>a</em> = <em>bq</em> + <em>r</em> 0 &lt; <em>r</em> &lt; <em>b</em> ,&nbsp;<em>a</em> = <em>bq</em> + <em>r</em> 0 &le; <em>r&nbsp;</em>&le; <em>b</em> ,&nbsp;<em>a</em> = <em>bq</em> + <em>r</em> 0 &le; <em>r</em> &lt; <em>b</em> ,None of the above,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",NCERT Mathematics Class 10 Chapter 1. Real Numbers - Multiple Choice Question (Online) Quiz 9,1
CBSE,Class 10,Mathematics,NCERT Mathematics,Chapter 1. Real Numbers,,,Multiple Choice Question (Online), What are permissible values of <em>r </em>in Euclid&rsquo;s division lemma? ,1, 0 or more but less than<em> b</em> , 0 or more but less than <em>a</em> ,&nbsp;<em>b</em> or more but less than <em>a</em> ,None of the above,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo",NCERT Mathematics Class 10 Chapter 1. Real Numbers - Multiple Choice Question (Online) Quiz 10,1
